mission_id,scenario,deviation_at_handover_m,matched_baseline_row,match_residual_m,along_track_lag_rows,along_track_lag_m,along_track_lag_s,baseline_duration_s,mission_delay_pct,recovered_within_5m
M0661,S3,5.406755001513932,3554,3.8509670878525735,12,4.276598750026324,0.6000000000000001,177.70000000000002,0.3376477208778841,0
M0662,S3,3.154083124654908,2575,2.059880863144141,-5,-2.4757146556119096,-0.25,128.75,0.0,1
M0663,S3,4.225638747670876,1370,1.550209206046307,-9,-3.838781151596322,-0.45,68.5,0.0,1
M0664,S3,6.575073194386928,1807,2.014564090282794,-13,-5.932528006614348,-0.65,90.35,0.0,0
M0665,S3,4.721284564215959,2808,1.035127233742989,-10,-4.746401460301286,-0.5,140.4,0.0,1
M0666,S3,2.522555009747461,1089,0.5416549995526829,-7,-2.368792241432459,-0.35,54.45,0.0,1
M0667,S3,0.840317065995714,4319,0.7045287314376683,-1,-0.4695235417621006,-0.05,215.95,0.0,1
M0668,S3,3.239718095580103,3420,2.411927976102563,-4,-1.938534846306993,-0.2,171.0,0.0,1
M0669,S3,3.300019786023188,1177,0.6680054024088611,-8,-3.042368838451239,-0.4,58.85,0.0,1
M0670,S3,6.54406374060958,2271,5.229801540738416,-13,-4.333868710506522,-0.65,113.55,0.0,0
M0671,S3,5.2017246711735545,1782,4.795938884362008,-4,-1.8640728614578848,-0.2,89.10000000000001,0.0,0
M0672,S3,4.282101065203663,1992,2.306714702545541,-10,-3.451593732170636,-0.5,99.6,0.0,1
M0673,S3,8.580510876158371,4075,2.6932028581209115,-19,-8.366843461118606,-0.95,203.75,0.0,0
M0674,S3,1.6307933961062435,3322,0.7523365111636565,4,1.3783532094919335,0.2,166.10000000000002,0.1204093919325707,1
M0675,S3,4.00190085001972,2589,3.1660278677211857,5,2.593400064648904,0.25,129.45000000000002,0.1931247585940517,1
M0676,S3,1.9978205131830653,4030,1.981959106709516,1,0.3234678292158151,0.05,201.5,0.0248138957816377,1
M0677,S3,4.425125072935557,4179,2.555511093106771,-10,-3.826723555728904,-0.5,208.95,0.0,1
M0678,S3,3.667760748459581,4259,3.619463602322336,2,0.7389548255482623,0.1,212.95,0.0469593801361822,1
M0679,S3,1.5266714349615016,2124,0.934957245441328,-4,-1.1615328837319794,-0.2,106.2,0.0,1
M0680,S3,2.7900451019231425,4684,0.6150235651273968,5,2.4648170329646746,0.25,234.2,0.1067463706233988,1
M0681,S3,8.396618961220657,2902,4.033559027812389,25,7.529875243377319,1.25,145.1,0.8614748449345279,0
M0682,S3,7.8948609970218016,4772,3.3654169202656843,-17,-7.023238624200985,-0.8500000000000001,238.6,0.0,0
M0683,S3,2.95071489239428,1493,0.8127077482203333,-9,-2.9059780011636462,-0.45,74.65,0.0,1
M0684,S3,3.6811030325026346,4848,3.1410934066933263,-4,-1.6487548033069288,-0.2,242.4,0.0,1
M0685,S3,6.791867644912027,1697,2.7958730167034758,15,6.283738595086902,0.75,84.85000000000001,0.8839127872716559,0
M0687,S3,6.433906696567083,2849,0.356027386885211,15,6.279452753328542,0.75,142.45000000000002,0.5265005265005265,0
M0688,S3,8.775933270328297,2314,0.8233953735139097,25,8.66230164701858,1.25,115.7,1.08038029386344,0
M0689,S3,4.307984613030804,1521,3.2458160932725906,5,2.60150081255631,0.25,76.05,0.3287310979618671,1
M0690,S3,4.533158377332002,5012,2.6600842531162963,-12,-3.768135433584348,-0.6000000000000001,250.6,0.0,1
M0691,S3,1.7460975710613,4694,1.5346161552636903,3,1.049711733828417,0.15,234.7,0.063911376224968,1
M0692,S3,4.496515653107916,1073,3.562023713790759,-6,-2.8336444844246103,-0.3,53.650000000000006,0.0,1
M0693,S3,3.290006052409902,3917,3.0419458995488333,3,1.0736228294670127,0.15,195.85,0.0765892264488128,1
M0694,S3,8.266364808826946,1792,7.965262488464853,4,2.077722927548052,0.2,89.60000000000001,0.2232142857142857,0
M0695,S3,4.027147590304252,3391,3.976760174571857,-2,-0.6335270419656354,-0.1,169.55,0.0,1
M0696,S3,5.3716267604134185,3621,5.364216212680458,-1,-0.463784429295174,-0.05,181.05,0.0,0
M0697,S3,3.7213412000630335,4396,1.2973042231338632,-7,-3.35993406032776,-0.35,219.8,0.0,1
M0698,S3,1.9890649008185093,4443,1.192274819272717,-3,-1.4610548877526526,-0.15,222.15,0.0,1
M0699,S3,8.5570288962242,2898,0.4190712880704769,-19,-8.339085456071189,-0.95,144.9,0.0,0
M0700,S3,3.876550364210158,3386,3.7167516808677705,3,1.2847376027268638,0.15,169.3,0.0886001181334908,1
M0701,S3,2.8183372402862674,1527,2.7367898227683494,2,0.837974553900267,0.1,76.35000000000001,0.1309757694826457,1
M0702,S3,1.8264344236391887,2818,1.777778103043774,1,0.3211068347511627,0.05,140.9,0.0354861603974449,1
M0703,S3,5.782271678947997,4337,5.631801647521479,3,1.3315874289155545,0.15,216.85,0.0691722388747982,0
M0704,S3,5.2281243697698985,2957,5.2281243697699,0,0.0,0.0,147.85,0.0,0
M0705,S3,5.9579669671568745,3283,5.83693790240375,4,1.2550439759374967,0.2,164.15,0.1218397806883947,0
M0706,S3,7.112628625550457,1244,1.2093134437618518,18,6.932550848830601,0.9,62.2,1.4469453376205788,0
M0707,S3,5.815720945159365,2810,5.738377710669417,-3,-1.0886993625679224,-0.15,140.5,0.0,0
M0708,S3,2.2782031065702872,4683,1.9175763829438843,3,1.3222682444138627,0.15,234.15,0.0640614990390775,1
M0709,S3,6.071442702754686,4643,2.335464990923181,12,5.850693913596842,0.6000000000000001,232.15,0.2584535860435064,0
M0710,S3,5.161448534663388,4639,5.135572321092623,-1,-0.4813225015959688,-0.05,231.95,0.0,0
M0711,S3,3.744756963609862,3087,2.03587157579962,-10,-3.224919605766672,-0.5,154.35000000000002,0.0,1
M0712,S3,5.419235853121992,1507,3.891578078248178,-8,-3.571811212574744,-0.4,75.35000000000001,0.0,0
M0713,S3,6.430538272684738,1179,2.9126101883369224,14,5.707823247058911,0.7000000000000001,58.95,1.1874469889737065,0
M0714,S3,2.978708346700192,1273,1.5469700060207623,-8,-2.682149513188847,-0.4,63.650000000000006,0.0,1
M0715,S3,1.5396603958485011,2519,0.712632690278953,3,1.3571437296325255,0.15,125.95,0.1190948789202064,1
M0716,S3,5.471848365534132,2208,3.035763862487084,11,4.61345668640854,0.55,110.4,0.4981884057971014,0
M0717,S3,6.34034572210769,958,5.445168034644966,-8,-3.1977273227579417,-0.4,47.900000000000006,0.0,0
M0718,S3,2.6978644302003367,2432,2.6978644302003367,0,0.0,0.0,121.6,0.0,1
M0719,S3,3.793935539662007,4799,2.4419359547151696,-6,-2.7674740898251,-0.3,239.95,0.0,1
M0720,S3,2.162561135116639,2277,2.162561135116639,0,0.0,0.0,113.85,0.0,1
M0721,S3,4.125320829365717,3318,3.694724718834013,5,1.768069327673402,0.25,165.9,0.1506931886678722,1
M0722,S3,4.888775688795063,2092,2.0654717011784967,-14,-4.5589531575080855,-0.7000000000000001,104.6,0.0,1
M0723,S3,7.881328815044768,3575,7.306404117528068,6,2.779436994167554,0.3,178.75,0.1678321678321678,0
M0724,S3,6.426675707425961,2565,4.29588624947536,11,4.9454791454872975,0.55,128.25,0.428849902534113,0
M0725,S3,8.030229150684658,2643,0.6700563738026966,-18,-8.183259297327822,-0.9,132.15,0.0,0
M0726,S3,4.691715884527584,1929,2.970441353824893,-7,-3.373551508968717,-0.35,96.45,0.0,1
M0727,S3,4.9614402646707525,4220,1.5030269070254516,12,4.905610276985044,0.6000000000000001,211.0,0.2843601895734597,1
M0728,S3,11.81769256179114,3896,0.928169136602674,27,11.722439360803037,1.35,194.8,0.6930184804928131,0
M0729,S3,2.3899375760967354,4312,2.209296304491601,-2,-0.97246844589381,-0.1,215.6,0.0,1
M0730,S3,6.690929212309893,2790,6.0272041905427045,-7,-2.8873293943854605,-0.35,139.5,0.0,0
M0731,S3,5.829095056263444,2012,3.3817137927091254,-15,-5.008666304775716,-0.75,100.6,0.0,0
M0732,S3,1.2043339303768146,4659,0.7539709675302215,3,0.919693128783365,0.15,232.95,0.0643915003219575,1
M0733,S3,6.121957303945619,4232,3.5318622291732047,12,4.864009013706209,0.6000000000000001,211.6,0.2835538752362949,0
M0734,S3,1.948982322113416,4098,1.7410640614365025,2,0.9743101502781428,0.1,204.9,0.0488042947779404,1
M0735,S3,3.630615564747687,3029,0.5785783222961134,10,3.723675899437694,0.5,151.45000000000002,0.3301419610432486,1
M0736,S3,5.1148816647520645,4360,4.104427105712243,13,4.005619565831921,0.65,218.0,0.2981651376146789,0
M0737,S3,5.081982968708401,1654,4.853992726256081,4,1.5587694075271656,0.2,82.7,0.2418379685610641,0
M0738,S3,1.8453556559040365,3740,0.4473069687359663,5,1.9464521429540584,0.25,187.0,0.1336898395721925,1
M0739,S3,5.564954427781242,3689,2.675713214710331,-14,-4.951280830438236,-0.7000000000000001,184.45,0.0,0
M0740,S3,4.276613764032447,3749,4.231554114209728,-2,-0.8119682503613603,-0.1,187.45,0.0,1
M0741,S3,5.507191357464108,3905,4.395099967323102,10,3.464738162075492,0.5,195.25,0.2560819462227913,0
M0743,S3,7.284111261414991,4706,6.860964208786325,6,2.516161527294571,0.3,235.3,0.1274968125796855,0
M0744,S3,5.982691272709719,1950,2.761599092147756,-16,-5.345097839607888,-0.8,97.5,0.0,0
M0745,S3,5.7726704852954684,1878,1.5557635940963446,-16,-5.866492354365846,-0.8,93.9,0.0,0
M0746,S3,6.338751327766448,1195,6.310931423929664,-2,-0.7673031119588813,-0.1,59.75,0.0,0
M0747,S3,1.917129574182872,4723,1.8720962313241805,1,0.4705954252021911,0.05,236.15,0.0211729832733432,1
M0748,S3,4.161636092422695,2931,3.759802101085264,5,1.7454388481913838,0.25,146.55,0.1705902422381439,1
M0749,S3,4.670146527232046,3417,4.579203152210034,2,0.7879633847824152,0.1,170.85000000000002,0.0585308750365817,1
M0750,S3,1.2577797429801705,1791,1.2154733835510505,-1,-0.4353517099900728,-0.05,89.55000000000001,0.0,1
M0751,S3,4.798979086059134,1850,4.466217507077827,-6,-1.9558169243535983,-0.3,92.5,0.0,1
M0752,S3,1.292905783420241,2330,1.292905783420241,0,0.0,0.0,116.5,0.0,1
M0753,S3,6.020742251934954,4324,5.969414799388681,-2,-0.825305479406552,-0.1,216.2,0.0,0
M0754,S3,4.2948884729572026,3558,2.223342877720192,8,3.5086142727466267,0.4,177.9,0.2248454187745924,1
M0755,S3,11.81070331227323,3267,3.995641352406013,-32,-10.729640040870663,-1.6,163.35000000000002,0.0,0
M0756,S3,2.98371979404817,1472,2.241061075520853,-6,-2.0724181559679664,-0.3,73.60000000000001,0.0,1
M0757,S3,3.787173551598016,3498,3.5597790188723404,-4,-1.515403381087708,-0.2,174.9,0.0,1
M0758,S3,10.299383096954214,3899,7.666012068378623,18,6.258888409889096,0.9,194.95,0.4616568350859195,0
M0759,S3,3.0483904214565647,1357,2.9641243567752635,-2,-0.7702564739246327,-0.1,67.85000000000001,0.0,1
M0760,S3,5.045451572090268,1983,2.832697909964133,-13,-4.294516867394464,-0.65,99.15,0.0,0
M0761,S3,2.813375482431064,2363,0.2284293628432272,-6,-2.5967797779497914,-0.3,118.15,0.0,1
M0762,S3,2.074277190790775,3576,1.5616423249734082,4,1.466431111339034,0.2,178.8,0.1118568232662192,1
M0763,S3,7.654415832481335,1867,7.598436261767968,-2,-0.8333528114776527,-0.1,93.35,0.0,0
M0765,S3,0.7442973748174839,4194,0.1145534928074893,2,0.6548304045131772,0.1,209.7,0.0476871721506914,1
M0766,S3,4.027876734393384,2938,2.2205140726210324,10,3.330477542183985,0.5,146.9,0.3403675970047651,1
M0767,S3,1.1900523049097438,995,0.1594440957019238,-3,-1.3489781131926293,-0.15,49.75,0.0,1
M0768,S3,3.359799855704856,2583,3.1325440450543964,2,1.0148340469249888,0.1,129.15,0.0774293457220286,1
M0769,S3,12.689580233247687,3579,1.130536636296851,26,12.337759202947382,1.3,178.95000000000002,0.726459905001397,0
M0770,S3,3.449187514883617,5215,0.6800467770770267,-11,-3.4022517472219533,-0.55,260.75,0.0,1
M0771,S3,5.424956091711289,2574,0.8796976522938484,-14,-5.226440643556771,-0.7000000000000001,128.70000000000002,0.0,0
M0772,S3,7.944311873446457,3544,3.810693136385206,22,7.070878746519838,1.1,177.20000000000002,0.6207674943566591,0
M0773,S3,7.481180481856147,2603,2.55093383006399,15,6.985689698335364,0.75,130.15,0.5762581636573185,0
M0774,S3,1.5730361191748274,4284,1.5730361191748274,0,0.0,0.0,214.2,0.0,1
M0775,S3,4.535316437214993,3972,1.7250905572597786,11,4.156829753018201,0.55,198.6,0.2769385699899295,1
M0776,S3,5.33558959620043,3398,5.192516922990029,3,1.1876920301806422,0.15,169.9,0.0882872277810476,0
M0777,S3,3.843865567551745,1996,0.4945138383669527,10,3.6900408783076273,0.5,99.8,0.501002004008016,1
M0778,S3,5.11925339643938,1249,3.478406506101104,-8,-3.6625230768506754,-0.4,62.45,0.0,0
M0779,S3,18.032212642623115,2983,13.470008977722298,19,8.598707680172765,0.95,149.15,0.6369426751592356,0
M0780,S3,10.152185981222097,1292,6.341144088166424,15,7.304233277539652,0.75,64.60000000000001,1.1609907120743037,0
M0781,S3,3.626982179628317,4563,3.5900421239069567,2,0.7300980650229576,0.1,228.15,0.0438308130615822,1
M0782,S3,4.152470471760562,1361,3.748235258440751,-3,-1.5692186380960038,-0.15,68.05,0.0,1
M0783,S3,10.854644832490328,2158,5.927850443107863,22,7.529401902962718,1.1,107.9,1.0194624652455977,0
M0784,S3,3.101304468134908,2975,3.0894286761317606,-1,-0.4020744082743022,-0.05,148.75,0.0,1
M0785,S3,3.2443919609996743,1094,0.729221909171213,-6,-3.0197419702928983,-0.3,54.7,0.0,1
M0786,S3,7.218753550942614,2894,6.605619193247676,-9,-2.9743042131725588,-0.45,144.70000000000002,0.0,0
M0787,S3,12.063999976295715,5211,3.291347682924452,-33,-11.073104788451246,-1.65,260.55,0.0,0
M0789,S3,3.1117170198894053,3736,0.055599537058386,-8,-3.06047892544143,-0.4,186.8,0.0,1
M0790,S3,4.505699217295776,2817,2.877005435189904,8,3.3395572146064296,0.4,140.85,0.2839900603478878,1
M0791,S3,6.484248754581588,1140,6.466574909704199,-1,-0.4448566616148923,-0.05,57.0,0.0,0
M0792,S3,5.835787160238287,2782,5.835787160238287,0,0.0,0.0,139.1,0.0,0
M0793,S3,12.78343394637677,3009,0.6284700688600364,26,12.808917584370192,1.3,150.45000000000002,0.8640744433366567,0
M0794,S3,5.042277363058965,4957,5.03146885206101,1,0.4088431390041478,0.05,247.85,0.0201734920314706,0
M0795,S3,5.387067843450659,2971,5.35660499852233,-1,-0.4666257866085743,-0.05,148.55,0.0,0
M0796,S3,5.830110978573291,1752,5.783011517496685,2,0.9623780474404384,0.1,87.60000000000001,0.1141552511415525,0
M0797,S3,3.607535936672434,2555,1.7767048695212304,9,3.04554009698586,0.45,127.75,0.3522504892367906,1
M0798,S3,2.79088865116356,1201,2.734680712389276,1,0.4617670275221144,0.05,60.05,0.0832639467110741,1
M0799,S3,15.924968750209173,3950,12.194121361764491,24,9.176334326281449,1.2000000000000002,197.5,0.6075949367088608,0
M0800,S3,5.389821981822312,2286,3.8935608542735896,8,3.9829726480945737,0.4,114.3,0.3499562554680664,0
M0801,S3,2.241792636198022,4102,1.9322477677521248,-3,-1.1455464969155855,-0.15,205.1,0.0,1
M0802,S3,1.0086311396125636,1451,1.0086311396125578,0,0.0,0.0,72.55,0.0,1
M0803,S3,2.2731162397325004,3814,2.230543333383797,-2,-0.6205274725491563,-0.1,190.7,0.0,1
M0804,S3,5.636690189989573,4089,3.3240077931617598,11,4.40273068284705,0.55,204.45,0.2690144289557349,0
M0805,S3,0.8302108658863604,3462,0.1549454541623843,2,0.8398406966664425,0.1,173.10000000000002,0.0577700751010976,1
M0806,S3,9.627053293567856,1175,0.86315222043995,-27,-9.605074376770972,-1.35,58.75,0.0,0
M0807,S3,5.955247605536696,2087,5.83179131779028,3,1.289494157884178,0.15,104.35,0.1437470052707235,0
M0808,S3,0.6170395007095644,3327,0.5459868740329413,-1,-0.461284660779711,-0.05,166.35000000000002,0.0,1
M0809,S3,5.553083889647959,2169,4.689829944276313,-7,-2.826053186786112,-0.35,108.45,0.0,0
M0810,S3,3.3251466615804603,1916,2.6368867121978954,-6,-1.9729077271651927,-0.3,95.8,0.0,1
M0811,S3,7.761229898660332,3520,6.948952116589929,-11,-3.382027803614619,-0.55,176.0,0.0,0
M0812,S3,1.577706005903201,3288,1.540590768738708,-1,-0.4718096773142406,-0.05,164.4,0.0,1
M0813,S3,5.563870616917066,3180,5.541842570601187,1,0.472803529746443,0.05,159.0,0.0314465408805031,0
M0814,S3,6.622790130987567,3445,2.2187764446813265,-13,-6.009449027211076,-0.65,172.25,0.0,0
M0815,S3,6.124515919015896,1664,2.9719933826417195,12,5.432625722057651,0.6000000000000001,83.2,0.7211538461538461,0
M0816,S3,8.508187700193199,3154,2.315909677531756,19,7.999639085149511,0.95,157.70000000000002,0.6024096385542169,0
M0817,S3,4.355656423998817,3165,3.465914852480632,5,2.5392579456979547,0.25,158.25,0.1579778830963665,1
M0818,S3,7.244925596081088,4366,0.4220163072989993,-16,-7.415052805128198,-0.8,218.3,0.0,0
M0819,S3,3.4984261679210795,3712,2.9238909232239085,4,1.8423604059112224,0.2,185.6,0.1077586206896551,1
M0820,S3,1.0811928124553871,4670,1.0811928124553871,0,0.0,0.0,233.5,0.0,1
M0821,S3,1.521082263676116,2713,1.003562699897638,4,1.1820319953775424,0.2,135.65,0.1474382602285293,1
M0822,S3,5.313167036474186,1649,5.210313241958362,3,0.987303218392526,0.15,82.45,0.1819284414796846,0
M0823,S3,4.118444141053279,3269,2.637900444512,-9,-3.3061854821719407,-0.45,163.45000000000002,0.0,1
M0824,S3,3.517656243879676,2696,1.1073958417872252,9,3.2413339047436693,0.45,134.8,0.3338278931750741,1
M0825,S3,5.127123070971269,3929,4.962491409840989,-3,-1.2831844744162026,-0.15,196.45,0.0,0
M0826,S3,1.0205791526310877,3714,0.1359607238074399,-3,-1.0162133127084871,-0.15,185.7,0.0,1
M0827,S3,10.55040034757041,3835,7.598048863642525,19,6.728421216542074,0.95,191.75,0.4954367666232073,0
M0828,S3,3.0247504333009814,1880,0.3644080237643431,-6,-2.862708850784884,-0.3,94.0,0.0,1
M0829,S3,4.244162686430679,3380,4.244162686430679,0,0.0,0.0,169.0,0.0,1
M0830,S3,1.567128118743789,2148,0.3910799301735418,-4,-1.5829350264883717,-0.2,107.4,0.0,1
M0831,S3,9.305462863066904,2038,8.291129496821673,10,3.9838227632415055,0.5,101.9,0.4906771344455348,0
M0832,S3,4.758642140133926,2632,4.174650738628501,-5,-2.482942142826005,-0.25,131.6,0.0,1
M0833,S3,0.1401328167794029,4843,0.1401328167794029,0,0.0,0.0,242.15,0.0,1
M0834,S3,5.018198437651734,2809,4.355282511927106,-5,-2.39741354089324,-0.25,140.45000000000002,0.0,0
M0835,S3,0.598715378008418,4069,0.1288955939310958,-1,-0.469983021343296,-0.05,203.45,0.0,1
M0836,S3,4.885283790396413,2225,0.9503174328237434,15,4.837907400479253,0.75,111.25,0.6741573033707865,1
M0837,S3,3.3356724173287806,3198,3.260929688717695,2,0.6408120304305385,0.1,159.9,0.0625390869293308,1
M0838,S3,0.515544084328591,2934,0.3117910031306038,1,0.3171165914684479,0.05,146.70000000000002,0.0340831629175187,1
M0839,S3,5.505796638676568,3737,3.409358089344976,11,4.39205206695101,0.55,186.85,0.2943537597002943,0
M0840,S3,4.089056543278112,1836,3.82295005054918,-4,-1.483881791365434,-0.2,91.8,0.0,1
M0841,S3,0.7272238664761163,4219,0.7272238664761163,0,0.0,0.0,210.95,0.0,1
M0842,S3,9.845811299064389,4144,5.514259660950499,22,7.987387256864622,1.1,207.2,0.5308880308880309,0
M0843,S3,5.473637348015797,2585,5.401954504266184,-3,-0.9712228171158586,-0.15,129.25,0.0,0
M0844,S3,2.435964783784459,2194,0.956105370683162,-5,-2.327147515760089,-0.25,109.7,0.0,1
M0845,S3,6.182080260957204,4765,5.30353203645876,7,3.2806724296692664,0.35,238.25,0.1469045120671563,0
M0846,S3,2.455665125477831,3189,2.44881730521434,-1,-0.3307104015439108,-0.05,159.45000000000002,0.0,1
M0847,S3,7.148481948238329,3572,6.548569054593299,9,2.9121080831723702,0.45,178.60000000000002,0.251959686450168,0
M0848,S3,6.672683607652784,1261,3.104624904876345,13,6.1324200832006,0.65,63.05,1.0309278350515465,0
M0849,S3,2.057010842359845,3747,1.998073951246984,-1,-0.4171765690382472,-0.05,187.35,0.0,1
M0851,S3,9.220213406562364,3514,7.842425892794544,10,4.264034998167972,0.5,175.70000000000002,0.2845759817871371,0
M0852,S3,0.8823730168810424,2204,0.1015377167033237,-3,-0.9651019236561068,-0.15,110.2,0.0,1
M0853,S3,1.271741544574062,1190,0.8800702811221025,2,0.9930242040862822,0.1,59.5,0.1680672268907563,1
M0854,S3,1.607360397522226,1956,0.1358683451408729,-4,-1.7137556803082816,-0.2,97.8,0.0,1
M0855,S3,4.445981080930861,1044,3.951028355525777,5,2.3097379940739984,0.25,52.2,0.4789272030651341,1
M0856,S3,6.380631173443312,1501,2.845070492176556,-14,-5.729650632964081,-0.7000000000000001,75.05,0.0,0
M0857,S3,2.275973730750259,1953,0.885681995278142,5,2.179968606018633,0.25,97.65,0.2560163850486431,1
M0858,S3,1.1674669903506545,4491,0.9515923085023746,2,0.8471920537176629,0.1,224.55,0.0445335114673792,1
M0859,S3,6.255224244722252,2076,5.390744511193939,8,3.235014003709012,0.4,103.8,0.3853564547206166,0
M0860,S3,9.452448154575086,3445,3.6908424353847353,22,8.351275545966018,1.1,172.25,0.6386066763425254,0
M0861,S3,6.333125288784073,3968,2.496555167715814,18,5.967169788031697,0.9,198.4,0.4536290322580645,0
M0862,S3,3.812084064567717,2172,3.801762783161261,-1,-0.3506609904133029,-0.05,108.6,0.0,1
M0863,S3,3.704917905334642,4487,2.6141128357006806,6,2.4752163084701806,0.3,224.35,0.1337196344996657,1
M0864,S3,7.451376057904482,4397,7.403952228508669,3,0.9013510257652796,0.15,219.85,0.0682283375028428,0
M0865,S3,5.429827246249441,1362,5.136852485330928,-4,-1.6920538272778458,-0.2,68.10000000000001,0.0,0
M0866,S3,3.727525049385764,4385,3.727525049385764,0,0.0,0.0,219.25,0.0,1
M0867,S3,1.2640263506523235,1877,0.7228701323812605,-3,-1.096446936010807,-0.15,93.85,0.0,1
M0868,S3,5.21446077824908,4003,2.3427056190169355,13,4.67962214864383,0.65,200.15,0.3247564326754933,0
M0869,S3,2.2602952430974863,1358,0.2199147373655916,-6,-2.3174125661471976,-0.3,67.9,0.0,1
M0870,S3,1.19048527623119,2626,1.1025843157185058,-2,-0.6216115988682986,-0.1,131.3,0.0,1
M0871,S3,3.677814444273789,4111,3.293210317417488,-5,-1.504975319201776,-0.25,205.55,0.0,1
M0872,S3,3.795460229344298,3950,3.614937966663205,3,1.302420663643261,0.15,197.5,0.0759493670886076,1
M0873,S3,4.312078521567476,1325,1.1393889739118084,-9,-3.957068978151483,-0.45,66.25,0.0,1
M0874,S3,5.0853705886805125,4273,5.027528324534058,-2,-0.7015841179286326,-0.1,213.65,0.0,0
M0875,S3,2.814037068697769,1562,2.814037068697769,0,0.0,0.0,78.10000000000001,0.0,1
M0876,S3,10.274973325544126,3491,5.939432439824702,24,7.736950926328291,1.2000000000000002,174.55,0.6874820968203953,0
M0878,S3,9.017081925421,2876,5.231116254142167,18,7.1158396224604985,0.9,143.8,0.6258692628650904,0
M0879,S3,2.2682100417483024,4052,2.2682100417483024,0,0.0,0.0,202.6,0.0,1
M0880,S3,19.670927353822407,2578,14.37141688296326,25,10.135139497257796,1.25,128.9,0.969743987587277,0
M0881,S3,3.472183237088384,2366,1.73697858940213,-6,-2.9247539444450013,-0.3,118.3,0.0,1
M0882,S3,2.111543812636837,1707,1.5327858324342545,-4,-1.4569396219726514,-0.2,85.35000000000001,0.0,1
M0883,S3,5.624945648786752,3192,5.404597666779059,-4,-1.5477458416680747,-0.2,159.60000000000002,0.0,0
M0884,S3,2.533470475284185,3690,2.175956239728919,-4,-1.5550682462028362,-0.2,184.5,0.0,1
M0885,S3,3.617347394003801,3737,3.467635227042208,3,1.0311134830719766,0.15,186.85,0.0802782981000802,1
M0886,S3,3.782341681063587,1214,3.62539938153823,3,1.2301327287378283,0.15,60.7,0.2471169686985173,1
M0887,S3,3.898141539156685,4889,0.7238488476525398,-9,-4.034861459654167,-0.45,244.45,0.0,1
M0888,S3,7.124519184841621,2007,0.0943537635156602,-17,-7.134728989971109,-0.8500000000000001,100.35,0.0,0
M0889,S3,5.940178284253986,3115,5.515383684763985,-5,-2.2617778908013406,-0.25,155.75,0.0,0
M0890,S3,3.6763644445355297,4281,0.856753690730876,-9,-3.8056107573402183,-0.45,214.05,0.0,1
M0891,S3,4.825225471493589,1653,4.822638107195474,-1,-0.404451206101271,-0.05,82.65,0.0,1
M0892,S3,3.050912148171408,2823,2.8635459276114665,2,0.9838534348998564,0.1,141.15,0.0708466170740347,1
M0893,S3,8.372383985856523,1087,0.2696735724021565,-19,-8.20932969039552,-0.95,54.35,0.0,0
M0894,S3,6.574157993321187,2451,6.549865168091364,-1,-0.4188568960742032,-0.05,122.55,0.0,0
M0895,S3,9.33853198988421,3167,6.616072492105544,15,6.229589030384432,0.75,158.35000000000002,0.473634354278497,0
M0896,S3,14.54924531335188,1654,8.459395914063396,28,9.755893989947594,1.4,82.7,1.692865779927449,0
M0897,S3,3.5287039670639864,1731,1.0124520607489074,-10,-3.511264382563695,-0.5,86.55000000000001,0.0,1
M0898,S3,3.4668892262906894,1226,0.7880611017292166,-12,-3.447105074297042,-0.6000000000000001,61.3,0.0,1
M0899,S3,3.770359943407738,3740,1.7242472813143637,-12,-3.4541453047115738,-0.6000000000000001,187.0,0.0,1
