mission_id,scenario,deviation_at_handover_m,matched_baseline_row,match_residual_m,along_track_lag_rows,along_track_lag_m,along_track_lag_s,baseline_duration_s,mission_delay_pct,recovered_within_5m
M0151,S1,4.752457707915175,372,4.492803058539394,-4,-1.3814829526135952,-0.2,18.6,0.0,1
M0152,S1,3.173763612605058,416,2.1642608664631973,-6,-2.5505628583332225,-0.3,20.8,0.0,1
M0153,S1,6.035117845008962,474,4.651581943109678,-10,-3.9559976497369576,-0.5,23.700000000000003,0.0,0
M0154,S1,3.3613665358830165,517,3.071134493032685,4,1.2835346970932449,0.2,25.85,0.7736943907156673,1
M0155,S1,2.506236521210368,743,0.3701466487146388,6,2.5271934477876243,0.3,37.15,0.8075370121130552,1
M0156,S1,4.543837469271756,434,2.7799924181526148,-9,-3.500825568806817,-0.45,21.700000000000003,0.0,1
M0157,S1,4.172328376182829,201,1.633629127503922,-9,-3.992199325108516,-0.45,10.05,0.0,1
M0158,S1,3.011196899970236,804,0.3841211718360824,8,3.1883339594046447,0.4,40.2,0.9950248756218906,1
M0159,S1,3.8939763882380087,1418,0.3921359008310979,12,3.7622646603192607,0.6000000000000001,70.9,0.846262341325811,1
M0160,S1,19.48388210238023,174,1.48929326580692,-40,-18.22639525366321,-2.0,8.700000000000001,0.0,0
M0161,S1,3.8928101016250256,1348,3.496233864142952,-5,-1.89229572352798,-0.25,67.4,0.0,1
M0162,S1,0.7970581547650202,474,0.144044931156421,-2,-0.9400008549606298,-0.1,23.700000000000003,0.0,1
M0163,S1,4.564960009302123,764,4.327563622045822,3,1.4422542677415322,0.15,38.2,0.3926701570680628,1
M0164,S1,8.769741248972881,495,1.8139361875718611,-17,-8.225793445899342,-0.8500000000000001,24.75,0.0,0
M0165,S1,6.865064696174326,1294,0.3702236283704583,-16,-7.011948945100926,-0.8,64.7,0.0,0
M0166,S1,6.553359266088289,843,5.847116504704769,-7,-2.8651877130570824,-0.35,42.150000000000006,0.0,0
M0167,S1,11.272798180226811,817,4.418701013860032,-21,-9.191288326187475,-1.05,40.85,0.0,0
M0168,S1,4.99024938114662,1543,1.2882676146679723,-14,-4.734720110507169,-0.7000000000000001,77.15,0.0,1
M0169,S1,0.2487365011628038,1234,0.2487365011628038,0,0.0,0.0,61.7,0.0,1
M0170,S1,3.979991547681205,1191,1.9143147952163084,-10,-3.6035898844194776,-0.5,59.55,0.0,1
M0171,S1,8.120130688266585,491,1.1431354560706155,18,7.913103086687386,0.9,24.55,3.665987780040733,0
M0172,S1,9.041024334247494,612,1.4491044980525087,-27,-8.936467288608213,-1.35,30.6,0.0,0
M0173,S1,4.96489936886468,838,0.9510068173832396,-10,-4.86874330317562,-0.5,41.900000000000006,0.0,1
M0174,S1,5.013153257216205,466,4.556847323656756,-5,-2.065969102213728,-0.25,23.3,0.0,0
M0175,S1,3.838481766256814,306,0.4575241377212035,-10,-3.78727453068673,-0.5,15.3,0.0,1
M0176,S1,4.267602541769995,388,4.191666750733217,-2,-0.8600260011970704,-0.1,19.4,0.0,1
M0177,S1,4.214524973541354,500,0.4431903283137349,11,4.046612527134926,0.55,25.0,2.2,1
M0178,S1,3.400267556145322,151,2.580054661408288,-5,-2.3714462468222592,-0.25,7.550000000000001,0.0,1
M0179,S1,4.0100969283401415,190,3.819997487922607,4,1.3444082123697925,0.2,9.5,2.1052631578947367,1
M0180,S1,0.9596065969064926,608,0.2160953550105907,2,0.7944319760956091,0.1,30.4,0.3289473684210526,1
M0181,S1,2.309734291201951,272,2.14738192571314,-2,-0.9182971049692412,-0.1,13.6,0.0,1
M0182,S1,4.701674529349829,649,4.670827487764907,-2,-0.6886143716569677,-0.1,32.45,0.0,1
M0183,S1,4.869996034287681,314,0.5885966383346997,-12,-4.986084921954301,-0.6000000000000001,15.7,0.0,1
M0184,S1,12.024975931939151,789,2.387540102384498,-33,-11.708200179606706,-1.65,39.45,0.0,0
M0185,S1,10.037439697064949,519,0.4367899761199533,-26,-10.083910311755204,-1.3,25.950000000000003,0.0,0
M0186,S1,11.531973347620434,233,1.3962467198330593,-25,-11.274077619850004,-1.25,11.65,0.0,0
M0187,S1,12.216825494812191,791,0.616969424564881,-36,-12.204898423442271,-1.8,39.55,0.0,0
M0188,S1,5.697503922701554,1013,3.98035797168341,9,4.120024784438954,0.45,50.650000000000006,0.8884501480750246,0
M0189,S1,6.735404084751013,995,6.207032900343238,-6,-2.372974148994331,-0.3,49.75,0.0,0
M0190,S1,3.331638455824295,297,2.7625048167460013,5,1.9405356893936272,0.25,14.85,1.6835016835016836,1
M0191,S1,4.154867206849521,143,0.3873946804310868,-9,-4.031363815874407,-0.45,7.15,0.0,1
M0192,S1,3.411802973175437,579,3.39149308607883,-1,-0.3034415680524773,-0.05,28.950000000000003,0.0,1
M0193,S1,1.3965436841059655,314,1.0121708909800378,-3,-0.995596119870342,-0.15,15.7,0.0,1
M0194,S1,1.0231374146980514,555,0.1765516043831167,-2,-0.9354527176622014,-0.1,27.75,0.0,1
M0195,S1,6.054438637353943,825,0.4825012547156515,-13,-5.908742618290091,-0.65,41.25,0.0,0
M0196,S1,3.0896711396690395,1168,0.9965281959160164,-8,-3.025655288969915,-0.4,58.400000000000006,0.0,1
M0197,S1,5.808146657092147,890,1.4387330185115743,-14,-5.4829788289191015,-0.7000000000000001,44.5,0.0,0
M0198,S1,16.22144893677532,656,2.749006618870516,-40,-13.473092963600834,-2.0,32.800000000000004,0.0,0
M0199,S1,1.157832659093693,846,0.8662334911806184,2,0.7071446521754297,0.1,42.3,0.2364066193853428,1
M0200,S1,7.600361324987513,979,0.367661912578639,-15,-7.417076449750596,-0.75,48.95,0.0,0
M0201,S1,4.12953497451727,980,4.12953497451727,0,0.0,0.0,49.0,0.0,1
M0202,S1,3.7118392128849487,371,3.034822728393624,6,2.174409757762632,0.3,18.55,1.6172506738544474,1
M0203,S1,2.4521039949633345,361,2.16144855658914,3,1.0580292094992956,0.15,18.05,0.8310249307479224,1
M0204,S1,9.021469701357509,856,8.8716972747158,4,1.5533436069191566,0.2,42.8,0.4672897196261682,0
M0205,S1,7.823334065391592,163,7.726102117339581,-2,-1.0335301429614532,-0.1,8.15,0.0,0
M0206,S1,7.6742094887672785,525,7.517456277985329,-4,-1.509460291112532,-0.2,26.25,0.0,0
M0207,S1,5.208029898546132,546,1.0459064060996188,-16,-5.166297881414408,-0.8,27.3,0.0,0
M0208,S1,1.3930546891194446,472,1.3930546891194446,0,0.0,0.0,23.6,0.0,1
M0209,S1,3.9301692335203775,448,3.1595552573874093,-8,-2.472394534379788,-0.4,22.4,0.0,1
M0210,S1,4.644449689777031,1038,0.4294579939635249,-11,-4.510957705552244,-0.55,51.900000000000006,0.0,1
M0211,S1,0.8010497159289652,198,0.1777941896584626,-2,-0.8208162722109478,-0.1,9.9,0.0,1
M0212,S1,11.88339676283696,138,5.232696259791721,-25,-9.775739390156096,-1.25,6.9,0.0,0
M0213,S1,2.448210378205972,339,1.544036912867433,5,1.8277657981764577,0.25,16.95,1.4749262536873156,1
M0214,S1,5.929525349597458,563,5.796421743347845,3,1.266935093903129,0.15,28.15,0.5328596802841918,0
M0215,S1,5.0518258282584485,1252,5.049756462380388,1,0.4749712639300014,0.05,62.6,0.0798722044728434,0
M0216,S1,4.814713732009378,392,4.814713732009378,0,0.0,0.0,19.6,0.0,1
M0217,S1,6.443736034743964,311,3.855567781286854,12,5.401592288584624,0.6000000000000001,15.55,3.858520900321544,0
M0218,S1,12.465472745649368,1015,2.935157227975401,-28,-11.742370187385577,-1.4,50.75,0.0,0
M0219,S1,2.389165098905695,398,0.5419965617114987,-5,-2.1528015960265634,-0.25,19.9,0.0,1
M0220,S1,18.52999511986484,1471,5.962999646463039,-40,-12.57879346209603,-2.0,73.55,0.0,0
M0221,S1,6.971894208444461,808,6.892825673195078,-2,-1.014703065192748,-0.1,40.400000000000006,0.0,0
M0222,S1,2.821557935083838,115,0.1054186446023989,-7,-2.9094033381420843,-0.35,5.75,0.0,1
M0223,S1,3.6286466145003353,582,3.561499945486534,2,0.7026940927087821,0.1,29.1,0.3436426116838488,1
M0224,S1,18.689209769037497,316,5.805703171874485,-40,-13.48259975582387,-2.0,15.8,0.0,0
M0225,S1,2.9221860654274523,265,2.071584283255198,4,1.997875810984354,0.2,13.25,1.509433962264151,1
M0226,S1,12.81417089761699,1198,4.69460124948962,-26,-11.354805460554816,-1.3,59.900000000000006,0.0,0
M0227,S1,4.572422943953996,496,4.550646461647969,1,0.5222976380904072,0.05,24.8,0.2016129032258064,1
M0228,S1,7.990266492998816,684,7.988186117524036,-1,-0.3934168260597062,-0.05,34.2,0.0,0
M0229,S1,3.8260076345901495,1399,3.745115599080564,-2,-0.8209542023322456,-0.1,69.95,0.0,1
M0230,S1,6.3402344470369485,1193,5.615788448638599,-6,-2.992888912889498,-0.3,59.650000000000006,0.0,0
M0231,S1,4.662042652232407,145,4.388083395884375,-5,-1.627187605141046,-0.25,7.25,0.0,1
M0232,S1,2.999373340420688,767,1.821598484435703,8,2.4497996510881705,0.4,38.35,1.0430247718383312,1
M0233,S1,2.974691300475633,347,0.9316601040503696,-9,-2.8756075154064007,-0.45,17.35,0.0,1
M0234,S1,2.2910283436337626,1095,0.3865594324290106,6,2.1609783085565937,0.3,54.75,0.547945205479452,1
M0235,S1,4.627877108825081,300,4.516064791810451,2,0.989041850658424,0.1,15.0,0.6666666666666666,1
M0236,S1,10.356736700399432,664,4.135841213444909,-20,-8.655380185263482,-1.0,33.2,0.0,0
M0237,S1,4.649931476722923,1576,4.302426529542701,-5,-2.120099023869784,-0.25,78.80000000000001,0.0,1
M0238,S1,0.3633393510699693,1163,0.3633393510699693,0,0.0,0.0,58.150000000000006,0.0,1
M0239,S1,3.912586149137246,626,2.7676426158958747,-6,-2.6754106433220386,-0.3,31.3,0.0,1
M0240,S1,6.066213232908035,326,4.882678523301336,-9,-3.434555157458078,-0.45,16.3,0.0,0
M0241,S1,3.984560954453433,274,1.2411738397368923,-11,-3.689786630281233,-0.55,13.7,0.0,1
M0242,S1,2.1826759188199243,1084,2.1119363360721826,-1,-0.4074591249457739,-0.05,54.2,0.0,1
M0243,S1,3.5059322708062486,411,2.0756239125776563,-7,-2.9074144925286878,-0.35,20.55,0.0,1
M0244,S1,13.397251211264606,651,1.6777683935995418,-40,-12.436947912254425,-2.0,32.550000000000004,0.0,0
M0245,S1,4.640580188211763,1073,4.493827643138689,3,1.0514232045385938,0.15,53.650000000000006,0.2795899347623485,1
M0246,S1,1.82964897195131,220,1.3335500627431145,-3,-1.2405769672027418,-0.15,11.0,0.0,1
M0247,S1,1.932224354261424,1408,1.711044366191649,-2,-0.7989866594194837,-0.1,70.4,0.0,1
M0248,S1,12.64491746467248,382,0.4453310586827696,-40,-12.476710402291843,-2.0,19.1,0.0,0
M0249,S1,8.595828886997264,917,0.619169275342264,-21,-8.766253385442951,-1.05,45.85,0.0,0
M0250,S1,5.0846379004165145,668,4.37772513132412,-6,-2.8326754456328445,-0.3,33.4,0.0,0
M0251,S1,2.033153173533517,363,0.9113212671156292,4,1.6754184810390598,0.2,18.15,1.1019283746556474,1
M0252,S1,3.2342152394274315,534,0.228214665287811,-11,-3.267773543015039,-0.55,26.700000000000003,0.0,1
M0253,S1,6.386395667724508,1145,3.161871887410284,12,5.353721948883731,0.6000000000000001,57.25,1.0480349344978166,0
M0254,S1,6.527427771431205,491,6.162217500867947,-6,-2.176346791505864,-0.3,24.55,0.0,0
M0255,S1,5.616705986844787,376,5.591680364219579,1,0.4382262471887657,0.05,18.8,0.2659574468085106,0
M0256,S1,3.3840732193875547,298,1.7887457407861913,-5,-2.6383309233507646,-0.25,14.9,0.0,1
M0257,S1,3.133273267032558,740,1.9538964734082864,-6,-2.530222081147599,-0.3,37.0,0.0,1
M0258,S1,5.587685804363726,1367,2.10309698627539,-14,-5.23541333944803,-0.7000000000000001,68.35000000000001,0.0,0
M0259,S1,1.165644489231586,984,0.336481530006831,2,1.0040821700524134,0.1,49.2,0.2032520325203252,1
M0260,S1,5.658096890812271,1159,1.5676048639252365,-11,-5.519497234940673,-0.55,57.95,0.0,0
M0261,S1,3.4076521666669346,837,2.582206337872909,-7,-2.191089023588262,-0.35,41.85,0.0,1
M0262,S1,2.98181178194308,350,2.065752749915786,-6,-2.087162683041484,-0.3,17.5,0.0,1
M0263,S1,6.230178283171688,278,4.868099272694323,-7,-3.3600572511702893,-0.35,13.9,0.0,0
M0264,S1,0.9777915756591014,319,0.7878495604756416,1,0.4183327765528872,0.05,15.95,0.3134796238244514,1
M0265,S1,8.585038283494153,838,0.2095003650196379,-26,-8.556624042216129,-1.3,41.900000000000006,0.0,0
M0266,S1,3.8531827716570977,277,3.788535467852651,-2,-0.9695674297172728,-0.1,13.85,0.0,1
M0267,S1,3.02489285172428,593,3.024892851724269,0,0.0,0.0,29.65,0.0,1
M0268,S1,10.79630481279679,761,1.667409040824241,-36,-10.660836895150313,-1.8,38.05,0.0,0
M0269,S1,6.206018554082789,379,0.2259479934047936,-14,-6.093676842819178,-0.7000000000000001,18.95,0.0,0
M0270,S1,3.337085687969051,1098,1.5597129762049506,-7,-3.216483679866087,-0.35,54.900000000000006,0.0,1
M0271,S1,6.088538453104478,871,5.874525752569068,-5,-1.6120919855180773,-0.25,43.55,0.0,0
M0272,S1,6.52529764935298,410,6.525297649352966,0,0.0,0.0,20.5,0.0,0
M0273,S1,3.984300049332197,1231,3.715378485452002,4,1.489387270686677,0.2,61.55,0.3249390739236393,1
M0274,S1,2.993946133006583,903,2.935419602684853,2,0.8184494544506151,0.1,45.150000000000006,0.2214839424141749,1
M0275,S1,1.788548657430502,305,1.788548657430502,0,0.0,0.0,15.25,0.0,1
M0276,S1,4.243243995830036,876,2.666496575231525,11,3.4766381582417125,0.55,43.8,1.2557077625570776,1
M0277,S1,6.051520022749334,567,6.014486349276628,-1,-0.4942314310471829,-0.05,28.35,0.0,0
M0278,S1,2.1688285609167632,804,1.5047613837919316,-4,-1.770044217051009,-0.2,40.2,0.0,1
M0279,S1,2.323207245776078,848,2.2455029448459216,2,0.6370105409928897,0.1,42.400000000000006,0.2358490566037736,1
M0280,S1,3.08620791566988,304,2.469004530337336,-4,-1.9842847982915828,-0.2,15.2,0.0,1
M0281,S1,6.594788215957114,260,4.226222692827056,-10,-4.9618354022223485,-0.5,13.0,0.0,0
M0282,S1,1.5541241689413487,406,1.428629948304991,-2,-0.8293730018028782,-0.1,20.3,0.0,1
M0283,S1,3.5649379488049497,918,3.200265645469548,4,1.752461598345917,0.2,45.900000000000006,0.4357298474945534,1
M0284,S1,2.77167461541814,1445,2.6347594990691645,3,0.9162293674147008,0.15,72.25,0.2076124567474048,1
M0285,S1,0.6543482369864424,484,0.3889896423743103,-1,-0.430468699072378,-0.05,24.200000000000003,0.0,1
M0286,S1,4.289879908714993,466,3.638709510163491,7,2.2456286568695987,0.35,23.3,1.502145922746781,1
M0287,S1,4.6478314592500505,353,4.526696155177988,3,1.1420414742050014,0.15,17.650000000000002,0.8498583569405099,1
M0288,S1,5.791199219820711,774,5.75750836895385,2,0.9029562512664028,0.1,38.7,0.2583979328165374,0
M0289,S1,5.0797471551546085,590,5.0797471551546085,0,0.0,0.0,29.5,0.0,0
M0290,S1,2.8236846750830904,484,2.708337016161237,-2,-0.8901533659571044,-0.1,24.200000000000003,0.0,1
M0291,S1,3.43300980362383,600,3.101170399211844,-4,-1.801217126148913,-0.2,30.0,0.0,1
M0292,S1,4.586898747725911,386,3.234805573769681,-9,-3.6014020239776983,-0.45,19.3,0.0,1
M0293,S1,4.298486004693368,838,4.077783161788364,4,1.720327776335182,0.2,41.900000000000006,0.477326968973747,1
M0294,S1,0.4356391579376354,79,0.0974130736695297,1,0.4552575475796203,0.05,3.95,1.2658227848101269,1
M0295,S1,5.752590500473426,141,0.7714479038759998,-11,-5.864130875678093,-0.55,7.050000000000001,0.0,0
M0296,S1,4.930857873977462,796,4.726639780909552,4,1.526365154837265,0.2,39.8,0.5025125628140703,1
M0297,S1,11.17200586462038,294,3.439056140985867,-30,-10.048681406992756,-1.5,14.7,0.0,0
M0298,S1,4.58940966814027,195,4.5319636973404265,2,0.7091978036083475,0.1,9.75,1.0256410256410255,1
M0299,S1,8.790434684907137,824,0.5654040081369797,-25,-8.903293793730597,-1.25,41.2,0.0,0
M0300,S2,4.159512475912222,1376,0.5343371232307168,-9,-4.023391657811544,-0.45,68.8,0.0,1
M0301,S2,2.258953145589113,1014,2.233050009327125,-1,-0.4572199326025838,-0.05,50.7,0.0,1
M0302,S2,4.461396118963953,2210,3.4832617520458498,-6,-2.8850144773181228,-0.3,110.5,0.0,1
M0303,S2,6.64427919496415,2403,5.977062674686221,-7,-2.8703698240166204,-0.35,120.15,0.0,0
M0304,S2,2.5193887546561955,913,1.3143535207480082,-5,-2.126220063432527,-0.25,45.650000000000006,0.0,1
